type,n_p,p_p
pp,9,0
np,-3,10
np,0,0
pp,11,7
pp,7,5
np,-4,0
pp,9,0
np,-2,11
np,0,0
pp,12,8
pp,8,5
np,-4,0
pp,9,0
np,-1,12
np,0,0
pp,9,4
pp,4,4
np,-1,0
pp,9,0
np,-1,9
np,0,0
pp,9,4
pp,4,4
np,-2,0
pp,9,0
np,-2,9
np,0,0
pp,10,5
pp,5,4
np,-2,0
pp,9,0
np,-1,10
np,0,0
pp,9,4
pp,4,4
np,-3,0
pp,9,0
np,-3,9
np,0,0
pp,10,5
pp,5,4
np,-3,0
pp,9,0
np,-2,10
np,0,0
pp,11,6
pp,6,4
np,-3,0
pp,9,0
np,-1,11
np,0,0
pp,9,3
pp,3,3
np,-1,0
pp,9,0
np,-1,9
np,0,0
pp,9,3
pp,3,3
np,-2,0
pp,9,0
np,-2,9
np,0,0
pp,10,4
pp,4,3
np,-2,0
pp,9,0
np,-1,10
np,0,0
pp,9,3
pp,3,3
np,-3,0
pp,9,0
np,-3,9
np,0,0
pp,10,4
pp,4,3
np,-3,0
pp,9,0
np,-2,10
np,0,0
pp,11,5
pp,5,3
np,-3,0
pp,9,0
np,-1,11
np,0,0
pp,9,2
pp,2,2
np,-1,0
pp,9,0
np,-1,9
np,0,0
pp,9,2
pp,2,2
np,-2,0
pp,9,0
np,-2,9
np,0,0
pp,10,3
pp,3,2
np,-2,0
pp,9,0
np,-1,10
np,0,0
pp,9,1
pp,1,1
np,-1,0
pp,9,0
np,-1,9
np,0,0
pp,9,1
pp,1,1
np,-2,0
pp,9,0
np,-2,9
np,0,0
pp,10,2
pp,2,1
np,-2,0
pp,9,0
np,-1,10
np,0,0
pp,9,0
np,0,0
np,-1,0
pp,9,0
np,-1,9
np,0,0
pp,10,10
pp,10,10
np,-1,0
pp,10,0
np,-1,10
np,0,0
pp,10,10
pp,10,10
np,-2,0
pp,10,0
np,-2,10
np,0,0
pp,11,11
pp,11,10
np,-2,0
pp,10,0
np,-1,11
np,0,0
pp,10,10
pp,10,10
np,-3,0
pp,10,0
np,-3,10
np,0,0
pp,11,11
pp,11,10
np,-3,0
pp,10,0
np,-2,11
np,0,0
pp,12,12
pp,12,10
np,-3,0
pp,10,0
np,-1,12
np,0,0
pp,10,10
pp,10,10
np,-4,0
pp,10,0
np,-4,10
np,0,0
pp,11,11
pp,11,10
np,-4,0
pp,10,0
np,-3,11
np,0,0
pp,12,12
pp,12,10
np,-4,0
pp,10,0
np,-2,12
np,0,0
pp,13,13
pp,13,10
np,-4,0
pp,10,0
np,-1,13
np,0,0
pp,10,10
pp,10,10
np,-5,0
pp,10,0
np,-5,10
np,0,0
pp,11,11
pp,11,10
np,-5,0
pp,10,0
np,-4,11
np,0,0
pp,12,12
pp,12,10
np,-5,0
pp,10,0
np,-3,12
np,0,0
pp,13,13
pp,13,10
np,-5,0
pp,10,0
np,-2,13
np,0,0
pp,14,14
pp,14,10
np,-5,0
pp,10,0
np,-1,14
np,0,0
pp,10,9
pp,9,9
np,-1,0
pp,10,0
np,-1,10
np,0,0
pp,10,9
pp,9,9
np,-2,0
pp,10,0
np,-2,10
np,0,0
pp,11,10
pp,10,9
np,-2,0
pp,10,0
np,-1,11
np,0,0
pp,10,9
pp,9,9
np,-3,0
pp,10,0
np,-3,10
np,0,0
pp,11,10
pp,10,9
np,-3,0
pp,10,0
np,-2,11
np,0,0
pp,12,11
pp,11,9
np,-3,0
pp,10,0
np,-1,12
np,0,0
pp,10,9
pp,9,9
np,-4,0
pp,10,0
np,-4,10
np,0,0
pp,11,10
pp,10,9
np,-4,0
pp,10,0
np,-3,11
np,0,0
pp,12,11
pp,11,9
np,-4,0
pp,10,0
np,-2,12
np,0,0
pp,13,12
pp,12,9
np,-4,0
pp,10,0
np,-1,13
np,0,0
pp,10,9
pp,9,9
np,-5,0
pp,10,0
np,-5,10
np,0,0
pp,11,10
pp,10,9
np,-5,0
pp,10,0
np,-4,11
np,0,0
pp,12,11
pp,11,9
np,-5,0
pp,10,0
np,-3,12
np,0,0
pp,13,12
pp,12,9
np,-5,0
pp,10,0
np,-2,13
np,0,0
pp,14,13
pp,13,9
np,-5,0
pp,10,0
np,-1,14
np,0,0
pp,10,8
pp,8,8
np,-1,0
pp,10,0
np,-1,10
np,0,0
pp,10,8
pp,8,8
np,-2,0
pp,10,0
np,-2,10
np,0,0
pp,11,9
pp,9,8
np,-2,0
pp,10,0
np,-1,11
np,0,0
pp,10,8
pp,8,8
np,-3,0
pp,10,0
np,-3,10
np,0,0
pp,11,9
pp,9,8
np,-3,0
pp,10,0
np,-2,11
np,0,0
pp,12,10
pp,10,8
np,-3,0
pp,10,0
np,-1,12
np,0,0
pp,10,8
pp,8,8
np,-4,0
pp,10,0
np,-4,10
np,0,0
pp,11,9
pp,9,8
np,-4,0
pp,10,0
np,-3,11
np,0,0
pp,12,10
pp,10,8
np,-4,0
pp,10,0
np,-2,12
np,0,0
pp,13,11
pp,11,8
np,-4,0
pp,10,0
np,-1,13
np,0,0
pp,10,7
pp,7,7
np,-1,0
pp,10,0
np,-1,10
np,0,0
pp,10,7
pp,7,7
np,-2,0
pp,10,0
np,-2,10
np,0,0
pp,11,8
pp,8,7
np,-2,0
pp,10,0
np,-1,11
np,0,0
pp,10,7
pp,7,7
np,-3,0
pp,10,0
np,-3,10
np,0,0
pp,11,8
pp,8,7
np,-3,0
pp,10,0
np,-2,11
np,0,0
pp,12,9
pp,9,7
np,-3,0
pp,10,0
np,-1,12
np,0,0
pp,10,7
pp,7,7
np,-4,0
pp,10,0
np,-4,10
np,0,0
pp,11,8
pp,8,7
np,-4,0
pp,10,0
np,-3,11
np,0,0
pp,12,9
pp,9,7
np,-4,0
pp,10,0
np,-2,12
np,0,0
pp,13,10
pp,10,7
np,-4,0
pp,10,0
np,-1,13
np,0,0
pp,10,6
pp,6,6
np,-1,0
pp,10,0
np,-1,10
np,0,0
pp,10,6
pp,6,6
np,-2,0
pp,10,0
np,-2,10
np,0,0
pp,11,7
pp,7,6
np,-2,0
pp,10,0
np,-1,11
np,0,0
pp,10,6
pp,6,6
np,-3,0
pp,10,0
np,-3,10
np,0,0
pp,11,7
pp,7,6
np,-3,0
pp,10,0
np,-2,11
np,0,0
pp,12,8
pp,8,6
np,-3,0
pp,10,0
np,-1,12
np,0,0
pp,10,5
pp,5,5
np,-1,0
pp,10,0
np,-1,10
np,0,0
pp,10,5
pp,5,5
np,-2,0
pp,10,0
np,-2,10
np,0,0
pp,11,6
pp,6,5
np,-2,0
pp,10,0
np,-1,11
np,0,0
pp,10,5
pp,5,5
np,-3,0
pp,10,0
np,-3,10
np,0,0
pp,11,6
pp,6,5
np,-3,0
pp,10,0
np,-2,11
np,0,0
pp,12,7
pp,7,5
np,-3,0
pp,10,0
np,-1,12
np,0,0
pp,10,4
pp,4,4
np,-1,0
pp,10,0
np,-1,10
np,0,0
pp,10,4
pp,4,4
np,-2,0
pp,10,0
np,-2,10
np,0,0
pp,11,5
pp,5,4
np,-2,0
pp,10,0
np,-1,11
np,0,0
pp,10,3
pp,3,3
np,-1,0
pp,10,0
np,-1,10
np,0,0
pp,10,3
pp,3,3
np,-2,0
pp,10,0
np,-2,10
np,0,0
pp,11,4
pp,4,3
np,-2,0
pp,10,0
np,-1,11
np,0,0
pp,10,2
pp,2,2
np,-1,0
pp,10,0
np,-1,10
np,0,0
pp,10,1
pp,1,1
np,-1,0
pp,10,0
np,-1,10
np,0,0
pp,11,11
pp,11,11
np,-1,0
pp,11,0
np,-1,11
np,0,0
pp,11,11
pp,11,11
np,-2,0
pp,11,0
np,-2,11
np,0,0
pp,12,12
pp,12,11
np,-2,0
pp,11,0
np,-1,12
np,0,0
pp,11,11
pp,11,11
np,-3,0
pp,11,0
np,-3,11
np,0,0
pp,12,12
pp,12,11
np,-3,0
pp,11,0
np,-2,12
np,0,0
pp,13,13
pp,13,11
np,-3,0
pp,11,0
np,-1,13
np,0,0
pp,11,11
pp,11,11
np,-4,0
pp,11,0
np,-4,11
np,0,0
pp,12,12
pp,12,11
np,-4,0
pp,11,0
np,-3,12
np,0,0
pp,13,13
pp,13,11
np,-4,0
pp,11,0
np,-2,13
np,0,0
pp,14,14
pp,14,11
np,-4,0
pp,11,0
np,-1,14
np,0,0
pp,11,11
pp,11,11
np,-5,0
pp,11,0
np,-5,11
np,0,0
pp,12,12
pp,12,11
np,-5,0
pp,11,0
np,-4,12
np,0,0
pp,13,13
pp,13,11
np,-5,0
pp,11,0
np,-3,13
np,0,0
pp,14,14
pp,14,11
np,-5,0
pp,11,0
np,-2,14
np,0,0
pp,15,15
pp,15,11
np,-5,0
pp,11,0
np,-1,15
np,0,0
pp,11,10
pp,10,10
np,-1,0
pp,11,0
np,-1,11
np,0,0
pp,11,10
pp,10,10
np,-2,0
pp,11,0
np,-2,11
np,0,0
pp,12,11
pp,11,10
np,-2,0
pp,11,0
np,-1,12
np,0,0
pp,11,10
pp,10,10
np,-3,0
pp,11,0
np,-3,11
np,0,0
pp,12,11
pp,11,10
np,-3,0
pp,11,0
np,-2,12
np,0,0
pp,13,12
pp,12,10
np,-3,0
pp,11,0
np,-1,13
np,0,0
pp,11,10
pp,10,10
np,-4,0
pp,11,0
np,-4,11
np,0,0
pp,12,11
pp,11,10
np,-4,0
pp,11,0
np,-3,12
np,0,0
pp,13,12
pp,12,10
np,-4,0
pp,11,0
np,-2,13
np,0,0
pp,14,13
pp,13,10
np,-4,0
pp,11,0
np,-1,14
np,0,0
pp,11,9
pp,9,9
np,-1,0
pp,11,0
np,-1,11
np,0,0
pp,11,9
pp,9,9
np,-2,0
pp,11,0
np,-2,11
np,0,0
pp,12,10
pp,10,9
np,-2,0
pp,11,0
np,-1,12
np,0,0
pp,11,9
pp,9,9
np,-3,0
pp,11,0
np,-3,11
np,0,0
pp,12,10
pp,10,9
np,-3,0
pp,11,0
np,-2,12
np,0,0
pp,13,11
pp,11,9
np,-3,0
pp,11,0
np,-1,13
np,0,0
pp,11,9
pp,9,9
np,-4,0
pp,11,0
np,-4,11
np,0,0
pp,12,10
pp,10,9
np,-4,0
pp,11,0
np,-3,12
np,0,0
pp,13,11
pp,11,9
np,-4,0
pp,11,0
np,-2,13
np,0,0
pp,14,12
pp,12,9
np,-4,0
pp,11,0
np,-1,14
np,0,0
pp,11,8
pp,8,8
np,-1,0
pp,11,0
np,-1,11
np,0,0
pp,11,8
pp,8,8
np,-2,0
pp,11,0
np,-2,11
np,0,0
pp,12,9
pp,9,8
np,-2,0
pp,11,0
np,-1,12
np,0,0
pp,11,8
pp,8,8
np,-3,0
pp,11,0
np,-3,11
np,0,0
pp,12,9
pp,9,8
np,-3,0
pp,11,0
np,-2,12
np,0,0
pp,13,10
pp,10,8
np,-3,0
pp,11,0
np,-1,13
np,0,0
pp,11,7
pp,7,7
np,-1,0
pp,11,0
np,-1,11
np,0,0
pp,11,7
pp,7,7
np,-2,0
pp,11,0
np,-2,11
np,0,0
pp,12,8
pp,8,7
np,-2,0
pp,11,0
np,-1,12
np,0,0
pp,11,7
pp,7,7
np,-3,0
pp,11,0
np,-3,11
np,0,0
pp,12,8
pp,8,7
np,-3,0
pp,11,0
np,-2,12
np,0,0
pp,13,9
pp,9,7
np,-3,0
pp,11,0
np,-1,13
np,0,0
pp,11,6
pp,6,6
np,-1,0
pp,11,0
np,-1,11
np,0,0
pp,11,6
pp,6,6
np,-2,0
pp,11,0
np,-2,11
np,0,0
pp,12,7
pp,7,6
np,-2,0
pp,11,0
np,-1,12
np,0,0
pp,11,5
pp,5,5
np,-1,0
pp,11,0
np,-1,11
np,0,0
pp,11,5
pp,5,5
np,-2,0
pp,11,0
np,-2,11
np,0,0
pp,12,6
pp,6,5
np,-2,0
pp,11,0
np,-1,12
np,0,0
pp,11,4
pp,4,4
np,-1,0
pp,11,0
np,-1,11
np,0,0
pp,11,3
pp,3,3
np,-1,0
pp,11,0
np,-1,11
np,0,0
pp,12,12
pp,12,12
np,-1,0
pp,12,0
np,-1,12
np,0,0
pp,12,12
pp,12,12
np,-2,0
pp,12,0
np,-2,12
np,0,0
pp,13,13
pp,13,12
np,-2,0
pp,12,0
np,-1,13
np,0,0
pp,12,12
pp,12,12
np,-3,0
pp,12,0
np,-3,12
np,0,0
pp,13,13
pp,13,12
np,-3,0
pp,12,0
np,-2,13
np,0,0
pp,14,14
pp,14,12
np,-3,0
pp,12,0
np,-1,14
np,0,0
pp,12,12
pp,12,12
np,-4,0
pp,12,0
np,-4,12
np,0,0
pp,13,13
pp,13,12
np,-4,0
pp,12,0
np,-3,13
np,0,0
pp,14,14
pp,14,12
np,-4,0
pp,12,0
np,-2,14
np,0,0
pp,15,15
pp,15,12
np,-4,0
pp,12,0
np,-1,15
np,0,0
pp,12,11
pp,11,11
np,-1,0
pp,12,0
np,-1,12
np,0,0
pp,12,11
pp,11,11
np,-2,0
pp,12,0
np,-2,12
np,0,0
pp,13,12
pp,12,11
np,-2,0
pp,12,0
np,-1,13
np,0,0
pp,12,11
pp,11,11
np,-3,0
pp,12,0
np,-3,12
np,0,0
pp,13,12
pp,12,11
np,-3,0
pp,12,0
np,-2,13
np,0,0
pp,14,13
pp,13,11
np,-3,0
pp,12,0
np,-1,14
np,0,0
pp,12,11
pp,11,11
np,-4,0
pp,12,0
np,-4,12
np,0,0
pp,13,12
pp,12,11
np,-4,0
pp,12,0
np,-3,13
np,0,0
pp,14,13
pp,13,11
np,-4,0
pp,12,0
np,-2,14
np,0,0
pp,15,14
pp,14,11
np,-4,0
pp,12,0
np,-1,15
np,0,0
pp,12,10
pp,10,10
np,-1,0
pp,12,0
np,-1,12
np,0,0
pp,12,10
pp,10,10
np,-2,0
pp,12,0
np,-2,12
np,0,0
pp,13,11
pp,11,10
np,-2,0
pp,12,0
np,-1,13
np,0,0
pp,12,10
pp,10,10
np,-3,0
pp,12,0
np,-3,12
np,0,0
pp,13,11
pp,11,10
np,-3,0
pp,12,0
np,-2,13
np,0,0
pp,14,12
pp,12,10
np,-3,0
pp,12,0
np,-1,14
np,0,0
pp,12,9
pp,9,9
np,-1,0
pp,12,0
np,-1,12
np,0,0
pp,12,9
pp,9,9
np,-2,0
pp,12,0
np,-2,12
np,0,0
pp,13,10
pp,10,9
np,-2,0
pp,12,0
np,-1,13
np,0,0
pp,12,9
pp,9,9
np,-3,0
pp,12,0
np,-3,12
np,0,0
pp,13,10
pp,10,9
np,-3,0
pp,12,0
np,-2,13
np,0,0
pp,14,11
pp,11,9
np,-3,0
pp,12,0
np,-1,14
np,0,0
pp,12,8
pp,8,8
np,-1,0
pp,12,0
np,-1,12
np,0,0
pp,12,8
pp,8,8
np,-2,0
pp,12,0
np,-2,12
np,0,0
pp,13,9
pp,9,8
np,-2,0
pp,12,0
np,-1,13
np,0,0
pp,12,7
pp,7,7
np,-1,0
pp,12,0
np,-1,12
np,0,0
pp,12,7
pp,7,7
np,-2,0
pp,12,0
np,-2,12
np,0,0
pp,13,8
pp,8,7
np,-2,0
pp,12,0
np,-1,13
np,0,0
pp,12,6
pp,6,6
np,-1,0
pp,12,0
np,-1,12
np,0,0
pp,12,5
pp,5,5
np,-1,0
pp,12,0
np,-1,12
np,0,0
pp,13,13
pp,13,13
np,-1,0
pp,13,0
np,-1,13
np,0,0
pp,13,13
pp,13,13
np,-2,0
pp,13,0
np,-2,13
np,0,0
pp,14,14
pp,14,13
np,-2,0
pp,13,0
np,-1,14
np,0,0
pp,13,13
pp,13,13
np,-3,0
pp,13,0
np,-3,13
np,0,0
pp,14,14
pp,14,13
np,-3,0
pp,13,0
np,-2,14
np,0,0
pp,15,15
pp,15,13
np,-3,0
pp,13,0
np,-1,15
np,0,0
pp,13,13
pp,13,13
np,-4,0
pp,13,0
np,-4,13
np,0,0
pp,14,14
pp,14,13
np,-4,0
pp,13,0
np,-3,14
np,0,0
pp,15,15
pp,15,13
np,-4,0
pp,13,0
np,-2,15
np,0,0
pp,16,16
pp,16,13
np,-4,0
pp,13,0
np,-1,16
np,0,0
pp,13,12
pp,12,12
np,-1,0
pp,13,0
np,-1,13
np,0,0
pp,13,12
pp,12,12
np,-2,0
pp,13,0
np,-2,13
np,0,0
pp,14,13
pp,13,12
np,-2,0
pp,13,0
np,-1,14
np,0,0
pp,13,12
pp,12,12
np,-3,0
pp,13,0
np,-3,13
np,0,0
pp,14,13
pp,13,12
np,-3,0
pp,13,0
np,-2,14
np,0,0
pp,15,14
pp,14,12
np,-3,0
pp,13,0
np,-1,15
np,0,0
pp,13,11
pp,11,11
np,-1,0
pp,13,0
np,-1,13
np,0,0
pp,13,11
pp,11,11
np,-2,0
pp,13,0
np,-2,13
np,0,0
pp,14,12
pp,12,11
np,-2,0
pp,13,0
np,-1,14
np,0,0
pp,13,11
pp,11,11
np,-3,0
pp,13,0
np,-3,13
np,0,0
pp,14,12
pp,12,11
np,-3,0
pp,13,0
np,-2,14
np,0,0
pp,15,13
pp,13,11
np,-3,0
pp,13,0
np,-1,15
np,0,0
pp,13,10
pp,10,10
np,-1,0
pp,13,0
np,-1,13
np,0,0
pp,13,10
pp,10,10
np,-2,0
pp,13,0
np,-2,13
np,0,0
pp,14,11
pp,11,10
np,-2,0
pp,13,0
np,-1,14
np,0,0
pp,13,9
pp,9,9
np,-1,0
pp,13,0
np,-1,13
np,0,0
pp,13,9
pp,9,9
np,-2,0
pp,13,0
np,-2,13
np,0,0
pp,14,10
pp,10,9
np,-2,0
pp,13,0
np,-1,14
np,0,0
pp,13,8
pp,8,8
np,-1,0
pp,13,0
np,-1,13
np,0,0
pp,13,7
pp,7,7
np,-1,0
pp,13,0
np,-1,13
np,0,0
pp,14,14
pp,14,14
np,-1,0
pp,14,0
np,-1,14
np,0,0
pp,14,14
pp,14,14
np,-2,0
pp,14,0
np,-2,14
np,0,0
pp,15,15
pp,15,14
np,-2,0
pp,14,0
np,-1,15
np,0,0
pp,14,14
pp,14,14
np,-3,0
pp,14,0
np,-3,14
np,0,0
pp,15,15
pp,15,14
np,-3,0
pp,14,0
np,-2,15
np,0,0
pp,16,16
pp,16,14
np,-3,0
pp,14,0
np,-1,16
np,0,0
pp,14,13
pp,13,13
np,-1,0
pp,14,0
np,-1,14
np,0,0
pp,14,13
pp,13,13
np,-2,0
pp,14,0
np,-2,14
np,0,0
pp,15,14
pp,14,13
np,-2,0
pp,14,0
np,-1,15
np,0,0
pp,14,13
pp,13,13
np,-3,0
pp,14,0
np,-3,14
np,0,0
pp,15,14
pp,14,13
np,-3,0
pp,14,0
np,-2,15
np,0,0
pp,16,15
pp,15,13
np,-3,0
pp,14,0
np,-1,16
np,0,0
pp,14,12
pp,12,12
np,-1,0
pp,14,0
np,-1,14
np,0,0
pp,14,12
pp,12,12
np,-2,0
pp,14,0
np,-2,14
np,0,0
pp,15,13
pp,13,12
np,-2,0
pp,14,0
np,-1,15
np,0,0
pp,14,11
pp,11,11
np,-1,0
pp,14,0
np,-1,14
np,0,0
pp,14,11
pp,11,11
np,-2,0
pp,14,0
np,-2,14
np,0,0
pp,15,12
pp,12,11
np,-2,0
pp,14,0
np,-1,15
np,0,0
pp,14,10
pp,10,10
np,-1,0
pp,14,0
np,-1,14
np,0,0
pp,14,9
pp,9,9
np,-1,0
pp,14,0
np,-1,14
np,0,0
pp,15,15
pp,15,15
np,-1,0
pp,15,0
np,-1,15
np,0,0
pp,15,15
pp,15,15
np,-2,0
pp,15,0
np,-2,15
np,0,0
pp,16,16
pp,16,15
np,-2,0
pp,15,0
np,-1,16
np,0,0
pp,15,15
pp,15,15
np,-3,0
pp,15,0
np,-3,15
np,0,0
pp,16,16
pp,16,15
np,-3,0
pp,15,0
np,-2,16
np,0,0
pp,17,17
pp,17,15
np,-3,0
pp,15,0
np,-1,17
np,0,0
pp,15,14
pp,14,14
np,-1,0
pp,15,0
np,-1,15
np,0,0
pp,15,14
pp,14,14
np,-2,0
pp,15,0
np,-2,15
np,0,0
pp,16,15
pp,15,14
np,-2,0
pp,15,0
np,-1,16
np,0,0
pp,15,13
pp,13,13
np,-1,0
pp,15,0
np,-1,15
np,0,0
pp,15,13
pp,13,13
np,-2,0
pp,15,0
np,-2,15
np,0,0
pp,16,14
pp,14,13
np,-2,0
pp,15,0
np,-1,16
np,0,0
pp,15,12
pp,12,12
np,-1,0
pp,15,0
np,-1,15
np,0,0
pp,15,11
pp,11,11
np,-1,0
pp,15,0
np,-1,15
np,0,0
pp,16,16
pp,16,16
np,-1,0
pp,16,0
np,-1,16
np,0,0
pp,16,16
pp,16,16
np,-2,0
pp,16,0
np,-2,16
np,0,0
pp,17,17
pp,17,16
np,-2,0
pp,16,0
np,-1,17
np,0,0
pp,16,15
pp,15,15
np,-1,0
pp,16,0
np,-1,16
np,0,0
pp,16,15
pp,15,15
np,-2,0
pp,16,0
np,-2,16
np,0,0
pp,17,16
pp,16,15
np,-2,0
pp,16,0
np,-1,17
np,0,0
pp,16,14
pp,14,14
np,-1,0
pp,16,0
np,-1,16
np,0,0
pp,16,13
pp,13,13
np,-1,0
pp,16,0
np,-1,16
np,0,0
pp,17,17
pp,17,17
np,-1,0
pp,17,0
np,-1,17
np,0,0
pp,17,17
pp,17,17
np,-2,0
pp,17,0
np,-2,17
np,0,0
pp,18,18
pp,18,17
np,-2,0
pp,17,0
np,-1,18
np,0,0
pp,17,16
pp,16,16
np,-1,0
pp,17,0
np,-1,17
np,0,0
pp,17,15
pp,15,15
np,-1,0
pp,17,0
np,-1,17
np,0,0
pp,18,18
pp,18,18
np,-1,0
pp,18,0
np,-1,18
np,0,0
pp,18,17
pp,17,17
np,-1,0
pp,18,0
np,-1,18
np,0,0
pp,19,19
pp,19,19
np,-1,0
pp,19,0
np,-1,19
